"ELEM_ID","ELEM_NAME","S_FROM_IP1","S_FROM_CLOSEST_IP","U","V","ELEMENT_APERTURE_ID","ELEM_APERTURE","ELEM_ELLIPSE_PARAM_A","ELEM_ELLIPSE_PARAM_B","ELEM_ELLIPSE_PARAM_C","ELEM_ELLIPSE_PARAM_D","BEAM","IP_NAME","HALF_CELL"
"3147285","VSSB.A5L6.B","16393.01741","-268.78459","-0.097","0","54764036","E","0.02202","0.01714","0.02202","0.02202","B1","IP6","5L6"
"3147283","VSSB.A5L6.R","16393.01741","-268.78459","0.097","0","54764034","I","0.02202","0.01714","0.02202","0.02202","B2","IP6","5L6"
"3147283","VSSB.A5L6.R","16402.45261","-259.34939","0.097","0","54764035","I","0.02202","0.01714","0.02202","0.02202","B2","IP6","5L6"
"3147285","VSSB.A5L6.B","16402.45261","-259.34939","-0.097","0","54764037","E","0.02202","0.01714","0.02202","0.02202","B1","IP6","5L6"
"396207","VSSG.B5L6.B","16402.6493","-259.1527","-0.097","0","54746751","E","0.029","0.0241","0.029","0.029","B1","IP6","5L6"
"396208","VSSG.B5L6.R","16402.6493","-259.1527","0.097","0","54746753","I","0.029","0.0241","0.029","0.029","B2","IP6","5L6"
"1463155","VCRLM.5L6.B","16404.682","-257.12","-0.097","0","54759617","E","0.0315","0.0315","0.0315","0.0315","B1","IP6","5L6"
"1416429","VCRLM.5L6.R","16404.682","-257.12","0.097","0","54759527","I","0.0315","0.0315","0.0315","0.0315","B2","IP6","5L6"
"396207","VSSG.B5L6.B","16404.8301","-256.9719","-0.097","0","54746752","E","0.029","0.0241","0.029","0.029","B1","IP6","5L6"
"396208","VSSG.B5L6.R","16404.8301","-256.9719","0.097","0","54746754","I","0.029","0.0241","0.029","0.029","B2","IP6","5L6"
"282985","VABCG.5L6.C","16404.912","-256.89","0.097","0","54744554","I","0.0315","0.0315","0.0315","0.0315","B2","IP6","5L6"
"1463155","VCRLM.5L6.B","16404.912","-256.89","-0.097","0","54759618","E","0.0315","0.0315","0.0315","0.0315","B1","IP6","5L6"
"1416429","VCRLM.5L6.R","16404.912","-256.89","0.097","0","54759528","I","0.0315","0.0315","0.0315","0.0315","B2","IP6","5L6"
"1672729","VMABB.A5L6.B","16404.912","-256.89","-0.097","0","54760371","E","0.0315","0.0315","0.0315","0.0315","B1","IP6","5L6"
"1672731","VMABB.A5L6.R","16404.912","-256.89","0.097","0","54760373","I","0.0315","0.0315","0.0315","0.0315","B2","IP6","5L6"
"282985","VABCG.5L6.C","16404.912","-256.89","-0.097","0","54744553","E","0.0315","0.0315","0.0315","0.0315","B1","IP6","5L6"
"1672731","VMABB.A5L6.R","16405.192","-256.61","0.097","0","54760374","I","0.0315","0.0315","0.0315","0.0315","B2","IP6","5L6"
"1672729","VMABB.A5L6.B","16405.192","-256.61","-0.097","0","54760372","E","0.0315","0.0315","0.0315","0.0315","B1","IP6","5L6"
"1053645","VMACC.5L6.R","16405.437","-256.365","0.097","0","54758751","I","0.0315","0.0315","0.0315","0.0315","B2","IP6","5L6"
"1053661","VMACD.A5L6.B","16405.437","-256.365","-0.097","0","54758767","E","0.0315","0.0315","0.0315","0.0315","B1","IP6","5L6"
"282985","VABCG.5L6.C","16405.737","-256.065","0.097","0","54744556","I","0.04","0.04","0.04","0.04","B2","IP6","5L6"
"1053645","VMACC.5L6.R","16405.737","-256.065","0.097","0","54758752","I","0.04","0.04","0.04","0.04","B2","IP6","5L6"
"1053661","VMACD.A5L6.B","16405.737","-256.065","-0.097","0","54758768","E","0.04","0.04","0.04","0.04","B1","IP6","5L6"
"282985","VABCG.5L6.C","16405.737","-256.065","-0.097","0","54744555","E","0.04","0.04","0.04","0.04","B1","IP6","5L6"
"847671","VCDDW.5L6.B","16405.737","-256.065","-0.097","0","54756213","E","0.04","0.04","0.04","0.04","B1","IP6","5L6"
"847741","VCDDW.5L6.R","16405.737","-256.065","0.097","0","54756351","I","0.04","0.04","0.04","0.04","B2","IP6","5L6"
"847671","VCDDW.5L6.B","16411.757","-250.045","-0.097","0","54756214","E","0.04","0.04","0.04","0.04","B1","IP6","5L6"
"847741","VCDDW.5L6.R","16411.757","-250.045","0.097","0","54756352","I","0.04","0.04","0.04","0.04","B2","IP6","5L6"
"847740","VMAAB.D5L6.R","16411.757","-250.045","0.097","0","54756349","I","0.04","0.04","0.04","0.04","B2","IP6","5L6"
"847670","VMAAB.C5L6.B","16411.757","-250.045","-0.097","0","54756211","E","0.04","0.04","0.04","0.04","B1","IP6","5L6"
"847670","VMAAB.C5L6.B","16412.057","-249.745","-0.097","0","54756212","E","0.04","0.04","0.04","0.04","B1","IP6","5L6"
"847740","VMAAB.D5L6.R","16412.057","-249.745","0.097","0","54756350","I","0.04","0.04","0.04","0.04","B2","IP6","5L6"
"847739","VCDA.E5L6.R","16412.057","-249.745","0.097","0","54756347","I","0.04","0.04","0.04","0.04","B2","IP6","5L6"
"847669","VCDA.E5L6.B","16412.057","-249.745","-0.097","0","54756209","E","0.04","0.04","0.04","0.04","B1","IP6","5L6"
"847669","VCDA.E5L6.B","16419.057","-242.745","-0.097","0","54756210","E","0.04","0.04","0.04","0.04","B1","IP6","5L6"
"847739","VCDA.E5L6.R","16419.057","-242.745","0.097","0","54756348","I","0.04","0.04","0.04","0.04","B2","IP6","5L6"
"847738","VMAAB.E5L6.R","16419.057","-242.745","0.097","0","54756345","I","0.04","0.04","0.04","0.04","B2","IP6","5L6"
"847668","VMAAB.D5L6.B","16419.057","-242.745","-0.097","0","54756207","E","0.04","0.04","0.04","0.04","B1","IP6","5L6"
"847668","VMAAB.D5L6.B","16419.357","-242.445","-0.097","0","54756208","E","0.04","0.04","0.04","0.04","B1","IP6","5L6"
"847738","VMAAB.E5L6.R","16419.357","-242.445","0.097","0","54756346","I","0.04","0.04","0.04","0.04","B2","IP6","5L6"
"847737","VCDA.F5L6.R","16419.357","-242.445","0.097","0","54756343","I","0.04","0.04","0.04","0.04","B2","IP6","5L6"
"847667","VCDA.F5L6.B","16419.357","-242.445","-0.097","0","54756205","E","0.04","0.04","0.04","0.04","B1","IP6","5L6"
"847737","VCDA.F5L6.R","16426.357","-235.445","0.097","0","54756344","I","0.04","0.04","0.04","0.04","B2","IP6","5L6"
"847667","VCDA.F5L6.B","16426.357","-235.445","-0.097","0","54756206","E","0.04","0.04","0.04","0.04","B1","IP6","5L6"
