"ELEM_ID","ELEM_NAME","S_FROM_IP1","S_FROM_CLOSEST_IP","U","V","ELEMENT_APERTURE_ID","ELEM_APERTURE","ELEM_ELLIPSE_PARAM_A","ELEM_ELLIPSE_PARAM_B","ELEM_ELLIPSE_PARAM_C","ELEM_ELLIPSE_PARAM_D","BEAM","IP_NAME","HALF_CELL"
"245637","BPM.7L5.B2","13060.6776","-268.764","-0.097","0","54742789","E","0.024","0.024","0.024","0.024","B2","IP5","7L5"
"377975","BPMR.7L5.B1","13060.6776","-268.764","0.097","0","54744980","I","0.024","0.024","0.024","0.024","B1","IP5","7L5"
"377975","BPMR.7L5.B1","13061.137","-268.3046","0.097","0","54744981","I","0.024","0.024","0.024","0.024","B1","IP5","7L5"
"245637","BPM.7L5.B2","13061.137","-268.3046","-0.097","0","54742790","E","0.024","0.024","0.024","0.024","B2","IP5","7L5"
"391654","VSSB.7L5.R","13061.16801","-268.27359","-0.097","0","54746113","E","0.02202","0.01714","0.02202","0.02202","B2","IP5","7L5"
"391653","VSSB.7L5.B","13061.16801","-268.27359","0.097","0","54746111","I","0.01714","0.02202","0.02202","0.02202","B1","IP5","7L5"
"391653","VSSB.7L5.B","13070.60321","-258.83839","0.097","0","54746112","I","0.01714","0.02202","0.02202","0.02202","B1","IP5","7L5"
"391654","VSSB.7L5.R","13070.60321","-258.83839","-0.097","0","54746114","E","0.02202","0.01714","0.02202","0.02202","B2","IP5","7L5"
"396201","VSSG.7L5.B","13070.7983","-258.6433","0.097","0","54746739","I","0.029","0.0241","0.029","0.029","B1","IP5","7L5"
"396202","VSSG.7L5.R","13070.7983","-258.6433","-0.097","0","54746741","E","0.029","0.0241","0.029","0.029","B2","IP5","7L5"
"396202","VSSG.7L5.R","13072.5004","-256.9412","-0.097","0","54746742","E","0.029","0.0241","0.029","0.029","B2","IP5","7L5"
"396201","VSSG.7L5.B","13072.5004","-256.9412","0.097","0","54746740","I","0.029","0.0241","0.029","0.029","B1","IP5","7L5"
"283127","VABBG.7L5.C","13072.8326","-256.609","0.097","0","54744594","I","0.0315","0.0315","0.0315","0.0315","B1","IP5","7L5"
"1616435","VFCDO.B7L5.R","13072.8326","-256.609","-0.097","0","54759893","E","0.0315","0.0315","0.0315","0.0315","B2","IP5","7L5"
"1616442","VFCDO.B7L5.B","13072.8326","-256.609","0.097","0","54759907","I","0.0315","0.0315","0.0315","0.0315","B1","IP5","7L5"
