"ELEM_ID","ELEM_NAME","S_FROM_IP1","S_FROM_CLOSEST_IP","U","V","ELEMENT_APERTURE_ID","ELEM_APERTURE","ELEM_ELLIPSE_PARAM_A","ELEM_ELLIPSE_PARAM_B","ELEM_ELLIPSE_PARAM_C","ELEM_ELLIPSE_PARAM_D","BEAM","IP_NAME","HALF_CELL"
"1053643","VMACC.7L3.B","6406.0918","-258.629","0.097","0","54758749","I","0.0315","0.0315","0.0315","0.0315","B1","IP3","7L3"
"1053659","VMACD.7L3.R","6406.0918","-258.629","-0.097","0","54758765","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","7L3"
"271963","VABBG.7L3.C","6406.3918","-258.329","0.097","0","54743827","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"1053643","VMACC.7L3.B","6406.3918","-258.329","0.097","0","54758750","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"1053659","VMACD.7L3.R","6406.3918","-258.329","-0.097","0","54758766","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"271963","VABBG.7L3.C","6406.3918","-258.329","-0.097","0","54743826","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"758131","VCDDN.7L3.R","6406.3918","-258.329","-0.097","0","54755407","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"758130","VCDDN.7L3.B","6406.3918","-258.329","0.097","0","54755405","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"758131","VCDDN.7L3.R","6412.0618","-252.659","-0.097","0","54755408","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"758130","VCDDN.7L3.B","6412.0618","-252.659","0.097","0","54755406","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"758133","VMAAB.E7L3.R","6412.0618","-252.659","-0.097","0","54755411","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"758129","VMAAB.D7L3.B","6412.0618","-252.659","0.097","0","54755403","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"758133","VMAAB.E7L3.R","6412.3618","-252.359","-0.097","0","54755412","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"758129","VMAAB.D7L3.B","6412.3618","-252.359","0.097","0","54755404","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"605983","VCDQZ.7L3.B","6412.3618","-252.359","0.097","0","54753065","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"607507","VCDRA.7L3.R","6412.3618","-252.359","-0.097","0","54753241","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"607507","VCDRA.7L3.R","6413.0058","-251.715","-0.097","0","54753242","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"875450","VMTIA.B7L3.R","6413.0058","-251.715","-0.097","0","54756925","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"608125","VAMTA.B7L3.R","6413.0058","-251.715","-0.097","0","54753247","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"605983","VCDQZ.7L3.B","6413.0658","-251.655","0.097","0","54753066","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"606691","VAMLB.B7L3.B","6413.0658","-251.655","0.097","0","54753131","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"964554","VMIAL.B7L3.B","6413.0658","-251.655","0.097","0","54757449","I","0.08","0.08","0.08","0.08","B1","IP3","7L3"
"964554","VMIAL.B7L3.B","6413.4658","-251.255","0.097","0","54757450","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"606691","VAMLB.B7L3.B","6413.4658","-251.255","0.097","0","54753132","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"605984","VCDSV.7L3.B","6413.4658","-251.255","0.097","0","54753067","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"875450","VMTIA.B7L3.R","6413.5258","-251.195","-0.097","0","54756926","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"608125","VAMTA.B7L3.R","6413.5258","-251.195","-0.097","0","54753248","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"479332","TCLA.7L3.B2","6413.5258","-251.195","-0.097","0","54753001","E","0.03","0.04","0.04","0.04","B2","IP3","7L3"
"479332","TCLA.7L3.B2","6415.0058","-249.715","-0.097","0","54753002","E","0.03","0.04","0.04","0.04","B2","IP3","7L3"
"55679321","VAMTAB.A7L3.R","6415.0058","-249.715","-0.097","0","55716281","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"875452","VMTIA.A7L3.R","6415.0058","-249.715","-0.097","0","54756927","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"605984","VCDSV.7L3.B","6415.0658","-249.655","0.097","0","54753068","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"964556","VMIAL.A7L3.B","6415.0658","-249.655","0.097","0","54757451","I","0.08","0.08","0.08","0.08","B1","IP3","7L3"
"606692","VAMLB.A7L3.B","6415.0658","-249.655","0.097","0","54753133","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"964556","VMIAL.A7L3.B","6415.4658","-249.255","0.097","0","54757452","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"606692","VAMLB.A7L3.B","6415.4658","-249.255","0.097","0","54753134","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"605985","VCDQY.7L3.B","6415.4658","-249.255","0.097","0","54753069","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"875452","VMTIA.A7L3.R","6415.5258","-249.195","-0.097","0","54756928","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"55679321","VAMTAB.A7L3.R","6415.5258","-249.195","-0.097","0","55716282","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"607508","VCDQX.7L3.R","6415.5258","-249.195","-0.097","0","54753243","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"607508","VCDQX.7L3.R","6420.2508","-244.47","-0.097","0","54753244","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"605985","VCDQY.7L3.B","6420.2508","-244.47","0.097","0","54753070","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"606269","VMAAB.C7L3.B","6420.2508","-244.47","0.097","0","54753123","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"608427","VMAAB.D7L3.R","6420.2508","-244.47","-0.097","0","54753251","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"606269","VMAAB.C7L3.B","6420.5508","-244.17","0.097","0","54753124","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"608427","VMAAB.D7L3.R","6420.5508","-244.17","-0.097","0","54753252","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"605986","VCDCI.7L3.B","6420.5508","-244.17","0.097","0","54753071","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"607809","VCDCL.7L3.R","6420.5508","-244.17","-0.097","0","54753245","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"607809","VCDCL.7L3.R","6424.3158","-240.405","-0.097","0","54753246","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"608428","VMAAB.C7L3.R","6424.3158","-240.405","-0.097","0","54753253","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"608428","VMAAB.C7L3.R","6424.6158","-240.105","-0.097","0","54753254","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"357148","BTVM.7L3.B2","6424.6158","-240.105","-0.097","0","54744858","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"357148","BTVM.7L3.B2","6425.1158","-239.605","-0.097","0","54744859","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"605986","VCDCI.7L3.B","6425.1158","-239.605","0.097","0","54753072","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"5863793","VMAAF.C7L3.B","6425.1158","-239.605","0.097","0","54764676","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"606702","VAMWC.7L3.B","6425.1158","-239.605","0.097","0","54753151","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"5863775","VMAAE.C7L3.R","6425.1158","-239.605","-0.097","0","54764674","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"608430","VAMVC.A7L3.R","6425.1158","-239.605","-0.097","0","54753255","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"606702","VAMWC.7L3.B","6425.4158","-239.305","0.097","0","54753152","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"5863793","VMAAF.C7L3.B","6425.4158","-239.305","0.097","0","54764677","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"5863775","VMAAE.C7L3.R","6425.4158","-239.305","-0.097","0","54764675","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"608430","VAMVC.A7L3.R","6425.4158","-239.305","-0.097","0","54753256","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"605987","VCDCH.7L3.B","6425.4158","-239.305","0.097","0","54753073","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"608431","VCDCH.7L3.R","6425.4158","-239.305","-0.097","0","54753257","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"608431","VCDCH.7L3.R","6432.1158","-232.605","-0.097","0","54753258","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"605987","VCDCH.7L3.B","6432.1158","-232.605","0.097","0","54753074","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"608449","VMAAB.B7L3.R","6432.1158","-232.605","-0.097","0","54753259","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"606289","VMAAB.E7L3.B","6432.1158","-232.605","0.097","0","54753125","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"608449","VMAAB.B7L3.R","6432.4158","-232.305","-0.097","0","54753260","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"606289","VMAAB.E7L3.B","6432.4158","-232.305","0.097","0","54753126","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"605988","VCDBX.7L3.B","6432.4158","-232.305","0.097","0","54753075","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"608450","VCDBX.7L3.R","6432.4158","-232.305","-0.097","0","54753261","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"608450","VCDBX.7L3.R","6432.8158","-231.905","-0.097","0","54753262","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"605988","VCDBX.7L3.B","6432.8158","-231.905","0.097","0","54753076","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"1470302","VCDA.B7L3.R","6432.8158","-231.905","-0.097","0","54759633","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"1470303","VCDA.B7L3.B","6432.8158","-231.905","0.097","0","54759635","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"1470302","VCDA.B7L3.R","6439.8158","-224.905","-0.097","0","54759634","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"1470303","VCDA.B7L3.B","6439.8158","-224.905","0.097","0","54759636","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"608451","VMAAB.A7L3.R","6439.8158","-224.905","-0.097","0","54753263","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"606290","VMAAB.F7L3.B","6439.8158","-224.905","0.097","0","54753127","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"608451","VMAAB.A7L3.R","6440.1158","-224.605","-0.097","0","54753264","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"606290","VMAAB.F7L3.B","6440.1158","-224.605","0.097","0","54753128","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"608452","VCDBZ.7L3.R","6440.1158","-224.605","-0.097","0","54753265","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"605989","VCDBY.7L3.B","6440.1158","-224.605","0.097","0","54753077","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"605989","VCDBY.7L3.B","6444.0548","-220.666","0.097","0","54753078","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"606291","VMAAB.A7L3.B","6444.0548","-220.666","0.097","0","54753129","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"606291","VMAAB.A7L3.B","6444.3548","-220.366","0.097","0","54753130","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"181618","BTVM.7L3.B1","6444.3548","-220.366","0.097","0","54741803","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"181618","BTVM.7L3.B1","6444.8548","-219.866","0.097","0","54741804","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"608452","VCDBZ.7L3.R","6444.8548","-219.866","-0.097","0","54753266","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"963900","VMAAF.B7L3.B","6444.8548","-219.866","0.097","0","54757327","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"963322","VMAAE.B7L3.R","6444.8548","-219.866","-0.097","0","54757201","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"609401","VAMEA.B7L3.R","6444.8548","-219.866","-0.097","0","54753267","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"606709","VAMFA.A7L3.B","6444.8548","-219.866","0.097","0","54753161","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"609401","VAMEA.B7L3.R","6445.1548","-219.566","-0.097","0","54753268","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"606709","VAMFA.A7L3.B","6445.1548","-219.566","0.097","0","54753162","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"963322","VMAAE.B7L3.R","6445.1548","-219.566","-0.097","0","54757202","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"963900","VMAAF.B7L3.B","6445.1548","-219.566","0.097","0","54757328","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"609402","VCDBW.7L3.R","6445.1548","-219.566","-0.097","0","54753269","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"605990","VCDBW.7L3.B","6445.1548","-219.566","0.097","0","54753079","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"609402","VCDBW.7L3.R","6449.6308","-215.09","-0.097","0","54753270","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"605990","VCDBW.7L3.B","6449.6308","-215.09","0.097","0","54753080","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"606711","VAMWD.7L3.B","6449.6308","-215.09","0.097","0","54753163","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"609403","VAMVD.7L3.R","6449.6308","-215.09","-0.097","0","54753271","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"634266","VMAAF.A7L3.B","6449.6308","-215.09","0.097","0","54753923","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"634207","VMAAE.A7L3.R","6449.6308","-215.09","-0.097","0","54753921","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"634207","VMAAE.A7L3.R","6449.9308","-214.79","-0.097","0","54753922","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"634266","VMAAF.A7L3.B","6449.9308","-214.79","0.097","0","54753924","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"609403","VAMVD.7L3.R","6449.9308","-214.79","-0.097","0","54753272","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"606711","VAMWD.7L3.B","6449.9308","-214.79","0.097","0","54753164","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"609404","VCDA.A7L3.R","6449.9308","-214.79","-0.097","0","54753273","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"605991","VCDA.A7L3.B","6449.9308","-214.79","0.097","0","54753081","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"605991","VCDA.A7L3.B","6456.9308","-207.79","0.097","0","54753082","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"609404","VCDA.A7L3.R","6456.9308","-207.79","-0.097","0","54753274","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"1053489","VMACC.7L3.R","6456.9308","-207.79","-0.097","0","54758549","E","0.04","0.04","0.04","0.04","B2","IP3","7L3"
"1053493","VMAND.7L3.B","6456.9308","-207.79","0.097","0","54758559","I","0.04","0.04","0.04","0.04","B1","IP3","7L3"
"1053493","VMAND.7L3.B","6457.2208","-207.5","0.097","0","54758560","I","0.05","0.05","0.05","0.05","B1","IP3","7L3"
"1053489","VMACC.7L3.R","6457.2208","-207.5","-0.097","0","54758550","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","7L3"
"641344","VVGSH.7L3.B","6457.2208","-207.5","0.097","0","54755183","I","0.05","0.05","0.05","0.05","B1","IP3","7L3"
"641340","VVGST.A7L3.R","6457.2258","-207.495","-0.097","0","54755173","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","7L3"
"641340","VVGST.A7L3.R","6457.3008","-207.42","-0.097","0","54755174","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","7L3"
"641344","VVGSH.7L3.B","6457.3058","-207.415","0.097","0","54755184","I","0.05","0.05","0.05","0.05","B1","IP3","7L3"
"1053485","VMABD.7L3.R","6457.3058","-207.415","-0.097","0","54758539","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","7L3"
"1053497","VMAOC.7L3.B","6457.3058","-207.415","0.097","0","54758569","I","0.05","0.05","0.05","0.05","B1","IP3","7L3"
"1053485","VMABD.7L3.R","6457.5658","-207.155","-0.097","0","54758540","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","7L3"
"1053497","VMAOC.7L3.B","6457.5658","-207.155","0.097","0","54758570","I","0.0315","0.0315","0.0315","0.0315","B1","IP3","7L3"
"1627147","VFCDO.A7L3.B","6457.5658","-207.155","0.097","0","54759973","I","0.0315","0.0315","0.0315","0.0315","B1","IP3","7L3"
"1627145","VFCDO.A7L3.R","6457.5658","-207.155","-0.097","0","54759967","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","7L3"
"1627147","VFCDO.A7L3.B","6457.5858","-207.135","0.097","0","54759974","I","0.0315","0.0315","0.0315","0.0315","B1","IP3","7L3"
"1627145","VFCDO.A7L3.R","6457.5858","-207.135","-0.097","0","54759968","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","7L3"
"391527","VSSB.6L3.B","6457.935455","-206.785345","0.097","0","54745859","I","0.0226","0.0177","0.0226","0.0226","B1","IP3","6L3"
"391528","VSSB.6L3.R","6457.935455","-206.785345","-0.097","0","54745861","E","0.0177","0.0226","0.0226","0.0226","B2","IP3","6L3"
"391528","VSSB.6L3.R","6468.772055","-195.948745","-0.097","0","54745862","E","0.0177","0.0226","0.0226","0.0226","B2","IP3","6L3"
"391527","VSSB.6L3.B","6468.772055","-195.948745","0.097","0","54745860","I","0.0226","0.0177","0.0226","0.0226","B1","IP3","6L3"
"377944","BPMR.6L3.B2","6468.8044","-195.9164","-0.097","0","54744966","E","0.024","0.024","0.024","0.024","B2","IP3","6L3"
"377943","BPM.6L3.B1","6468.8044","-195.9164","0.097","0","54744964","I","0.024","0.024","0.024","0.024","B1","IP3","6L3"
"377943","BPM.6L3.B1","6469.2638","-195.457","0.097","0","54744965","I","0.024","0.024","0.024","0.024","B1","IP3","6L3"
"377944","BPMR.6L3.B2","6469.2638","-195.457","-0.097","0","54744967","E","0.024","0.024","0.024","0.024","B2","IP3","6L3"
"54767016","VACLB.6L3.C","6469.5948","-195.126","0.097","0","54811273","I","0.0315","0.0315","0.0315","0.0315","B1","IP3","6L3"
"1653769","VFCDO.A6L3.R","6469.5948","-195.126","-0.097","0","54898934","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","6L3"
"1653775","VFCDO.A6L3.B","6469.5948","-195.126","0.097","0","54898936","I","0.0315","0.0315","0.0315","0.0315","B1","IP3","6L3"
"54767016","VACLB.6L3.C","6469.5948","-195.126","-0.097","0","54811272","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","6L3"
"1653769","VFCDO.A6L3.R","6469.6148","-195.106","-0.097","0","54898935","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","6L3"
"1653775","VFCDO.A6L3.B","6469.6148","-195.106","0.097","0","54898937","I","0.0315","0.0315","0.0315","0.0315","B1","IP3","6L3"
"1053343","VMAOD.6L3.B","6469.6148","-195.106","0.097","0","54898928","I","0.0315","0.0315","0.0315","0.0315","B1","IP3","6L3"
"1053325","VMABC.6L3.R","6469.6148","-195.106","-0.097","0","54898922","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","6L3"
"1053325","VMABC.6L3.R","6469.8748","-194.846","-0.097","0","54898923","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","6L3"
"1053343","VMAOD.6L3.B","6469.8748","-194.846","0.097","0","54898929","I","0.05","0.05","0.05","0.05","B1","IP3","6L3"
"641103","VVGSH.6L3.B","6469.8748","-194.846","0.097","0","54898915","I","0.05","0.05","0.05","0.05","B1","IP3","6L3"
"641095","VVGST.6L3.R","6469.8798","-194.841","-0.097","0","54898913","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","6L3"
"641095","VVGST.6L3.R","6469.9548","-194.766","-0.097","0","54898914","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","6L3"
"641103","VVGSH.6L3.B","6469.9598","-194.761","0.097","0","54898916","I","0.05","0.05","0.05","0.05","B1","IP3","6L3"
"1053331","VMACD.6L3.R","6469.9598","-194.761","-0.097","0","54898924","E","0.0315","0.0315","0.0315","0.0315","B2","IP3","6L3"
"1053337","VMANC.6L3.B","6469.9598","-194.761","0.097","0","54898926","I","0.05","0.05","0.05","0.05","B1","IP3","6L3"
"54767016","VACLB.6L3.C","6470.2498","-194.471","-0.097","0","54811274","E","0.04","0.04","0.04","0.04","B2","IP3","6L3"
"1053331","VMACD.6L3.R","6470.2498","-194.471","-0.097","0","54898925","E","0.04","0.04","0.04","0.04","B2","IP3","6L3"
"1053337","VMANC.6L3.B","6470.2498","-194.471","0.097","0","54898927","I","0.04","0.04","0.04","0.04","B1","IP3","6L3"
"54767016","VACLB.6L3.C","6470.2498","-194.471","0.097","0","54811275","I","0.04","0.04","0.04","0.04","B1","IP3","6L3"
"609405","VCDQT.6L3.R","6470.2498","-194.471","-0.097","0","54753275","E","0.04","0.04","0.04","0.04","B2","IP3","6L3"
"605992","VCDDT.6L3.B","6470.2498","-194.471","0.097","0","54753083","I","0.04","0.04","0.04","0.04","B1","IP3","6L3"
"605992","VCDDT.6L3.B","6470.7748","-193.946","0.097","0","54753084","I","0.04","0.04","0.04","0.04","B1","IP3","6L3"
"628960","VMAAB.B6L3.B","6470.7748","-193.946","0.097","0","54753911","I","0.04","0.04","0.04","0.04","B1","IP3","6L3"
"609405","VCDQT.6L3.R","6470.9198","-193.801","-0.097","0","54753276","E","0.04","0.04","0.04","0.04","B2","IP3","6L3"
"609406","VMHSB.B6L3.R","6470.9198","-193.801","-0.097","0","54753277","E","0.04","0.04","0.04","0.04","B2","IP3","6L3"
"628960","VMAAB.B6L3.B","6471.0748","-193.646","0.097","0","54753912","I","0.04","0.04","0.04","0.04","B1","IP3","6L3"
"1663129","VCTNO.A6L3.B","6471.0748","-193.646","0.097","0","54760367","I","0.04","0.04","0.04","0.04","B1","IP3","6L3"
"1663129","VCTNO.A6L3.B","6471.2198","-193.501","0.097","0","54760368","I","0.0295","0.022","0.0295","0.022","B1","IP3","6L3"
"609406","VMHSB.B6L3.R","6471.2198","-193.501","-0.097","0","54753278","E","0.0295","0.022","0.0295","0.022","B2","IP3","6L3"
"384241","VCELW.F6L3.B","6471.2198","-193.501","0.097","0","54745485","I","0.0295","0.022","0.0295","0.022","B1","IP3","6L3"
"384240","VCELW.F6L3.R","6471.2198","-193.501","-0.097","0","54745483","E","0.0295","0.022","0.0295","0.022","B2","IP3","6L3"
"384241","VCELW.F6L3.B","6475.1548","-189.566","0.097","0","54745486","I","0.0295","0.022","0.0295","0.022","B1","IP3","6L3"
"384240","VCELW.F6L3.R","6475.1548","-189.566","-0.097","0","54745484","E","0.0295","0.022","0.0295","0.022","B2","IP3","6L3"
"609407","VAMGK.B6L3.R","6475.1548","-189.566","-0.097","0","54753279","E","0.0295","0.022","0.0295","0.022","B2","IP3","6L3"
"1080054","VMJMO.D6L3.R","6475.1548","-189.566","-0.097","0","54759325","E","0.0295","0.022","0.0295","0.022","B2","IP3","6L3"
"1080110","VMJMO.D6L3.B","6475.1548","-189.566","0.097","0","54759357","I","0.0295","0.022","0.0295","0.022","B1","IP3","6L3"
"606704","VAMGL.A6L3.B","6475.1548","-189.566","0.097","0","54753153","I","0.0295","0.022","0.0295","0.022","B1","IP3","6L3"
"609407","VAMGK.B6L3.R","6475.4548","-189.266","-0.097","0","54753280","E","0.0295","0.022","0.0295","0.022","B2","IP3","6L3"
"1080054","VMJMO.D6L3.R","6475.4548","-189.266","-0.097","0","54759326","E","0.0295","0.022","0.0295","0.022","B2","IP3","6L3"
"606704","VAMGL.A6L3.B","6475.4548","-189.266","0.097","0","54753154","I","0.0295","0.022","0.0295","0.022","B1","IP3","6L3"
