 # Name  angle[rad]  betax[m]  betay[m] halfgap[m]  Material  Length[m]  sigx[m]  sigy[m] tilt1[rad] tilt2[rad] nsig
        29 TCP.D6L7.B1     1.5707963268E+00   1.5976236600E+02   7.8344898000E+01   1.0855892536E-03 MoGR   6.00000E-01   2.31378E-04   1.62028E-04   0.00000E+00   0.00000E+00   6.70000E+00
        30 TCP.C6L7.B1     0.0000000000E+00   1.5138289500E+02   8.2846288000E+01   1.5090324503E-03 MoGR   6.00000E-01   2.25229E-04   1.66618E-04   0.00000E+00   0.00000E+00   6.70000E+00
        31 TCP.B6L7.B1     2.2150000000E+00   1.4328057800E+02   8.7572721000E+01   1.2726169709E-03 C    6.00000E-01   2.19118E-04   1.71305E-04   0.00000E+00   0.00000E+00   6.70000E+00
        32 TCSG.A6L7.B1    2.4626600000E+00   4.0056933000E+01   2.2700725900E+02   1.7768741678E-03 C    1.00000E+00   1.15858E-04   2.75807E-04   0.00000E+00   0.00000E+00   9.10000E+00
        33 TCSG.B5L7.B1    2.5045500000E+00   1.5905210700E+02   1.6648253300E+02   2.1181483059E-03 MoGR   1.00000E+00   2.30863E-04   2.36194E-04   0.00000E+00   0.00000E+00   9.10000E+00
        34 TCSG.A5L7.B1    7.1035000000E-01   1.8488825600E+02   1.4589317000E+02   2.1611100485E-03 C    1.00000E+00   2.48909E-04   2.21107E-04   0.00000E+00   0.00000E+00   9.10000E+00
        35 TCSG.D4L7.B1    1.5707963268E+00   3.3110146000E+02   6.8808180000E+01   1.3818051304E-03 MoGR   1.00000E+00   3.33093E-04   1.51847E-04   0.00000E+00   0.00000E+00   9.10000E+00
        36 TCSG.B4L7.B1    0.0000000000E+00   1.3930580300E+02   1.3090838400E+02   1.9661261046E-03 MoGR   1.00000E+00   2.16058E-04   2.09445E-04   0.00000E+00   0.00000E+00   9.10000E+00
        37 TCSG.A4L7.B1    2.3492100000E+00   1.2829599200E+02   1.4121064400E+02   1.9343800371E-03 MoGR   1.00000E+00   2.07344E-04   2.17530E-04   0.00000E+00   0.00000E+00   9.10000E+00
        38 TCSG.A4R7.B1    8.0809000000E-01   1.1797876200E+02   1.5213849200E+02   1.9414679419E-03 MoGR   1.00000E+00   1.98832E-04   2.25790E-04   0.00000E+00   0.00000E+00   9.10000E+00
        39 TCSG.B5R7.B1    2.4696400000E+00   1.2235899600E+02   2.6766158900E+02   2.2266372195E-03 MoGR   1.00000E+00   2.02490E-04   2.99487E-04   0.00000E+00   0.00000E+00   9.10000E+00
        40 TCSG.D5R7.B1    8.9710000000E-01   2.1456100900E+02   1.5863078700E+02   2.2374086174E-03 MoGR   1.00000E+00   2.68139E-04   2.30557E-04   0.00000E+00   0.00000E+00   9.10000E+00
        41 TCSG.E5R7.B1    2.2776500000E+00   2.4212569600E+02   1.3619283900E+02   2.2403384920E-03 MoGR   1.00000E+00   2.84843E-04   2.13630E-04   0.00000E+00   0.00000E+00   9.10000E+00
        42 TCSG.6R7.B1     8.7300000000E-03   3.3636030300E+02   4.7416733000E+01   3.0550260401E-03 MoGR   1.00000E+00   3.35728E-04   1.26052E-04   0.00000E+00   0.00000E+00   9.10000E+00
        43 TCLA.A6R7.B1    1.5707963268E+00   2.9752165800E+02   4.8215302000E+01   1.6142899378E-03 Iner   1.00000E+00   3.15751E-04   1.27109E-04   0.00000E+00   0.00000E+00   1.27000E+01
        44 TCLA.B6R7.B1    0.0000000000E+00   1.5946516000E+02   7.6416083000E+01   2.9357698130E-03 Iner   1.00000E+00   2.31163E-04   1.60021E-04   0.00000E+00   0.00000E+00   1.27000E+01
        45 TCLA.C6R7.B1    1.5707963268E+00   6.8348234000E+01   1.5182376700E+02   2.8645669403E-03 Iner   1.00000E+00   1.51338E-04   2.25556E-04   0.00000E+00   0.00000E+00   1.27000E+01
        46 TCLA.D6R7.B1    0.0000000000E+00   6.4776227000E+01   1.5784507900E+02   1.8710996527E-03 Iner   1.00000E+00   1.47331E-04   2.29986E-04   0.00000E+00   0.00000E+00   1.27000E+01
        47 TCLA.A7R7.B1    0.0000000000E+00   6.5896336000E+01   1.4216704200E+02   1.8872078213E-03 Iner   1.00000E+00   1.48599E-04   2.18265E-04   0.00000E+00   0.00000E+00   1.27000E+01
        48 TCLD.9R7.B1     0.0000000000E+00   3.0700234000E+01   1.0708364200E+02   1.6836984187E-03 Iner   6.00000E-01   1.01428E-04   1.89429E-04   0.00000E+00   0.00000E+00   1.66000E+01
        49 TCTPH.4L8.B1    0.0000000000E+00   2.3461364500E+02   2.8457529800E+02   4.9628971251E-03 Iner   1.00000E+00   2.80390E-04   3.08805E-04   0.00000E+00   0.00000E+00   1.77000E+01
        50 TCTPV.4L8.B1    1.5707963268E+00   2.4520787800E+02   2.8614602400E+02   5.4809078118E-03 Iner   1.00000E+00   2.86650E-04   3.09656E-04   0.00000E+00   0.00000E+00   1.77000E+01
        51 TCTH.6L1.B1     0.0000000000E+00   1.2686997190E+03   3.0401864300E+02   6.7810685430E-03 CuCD   1.00000E+00   6.52026E-04   3.19180E-04   0.00000E+00   0.00000E+00   1.04000E+01
        52 TCTV.6L1.B1     1.5707963268E+00   1.3284064380E+03   3.6203299900E+02   3.6223698577E-03 Iner   1.00000E+00   6.67192E-04   3.48305E-04   0.00000E+00   0.00000E+00   1.04000E+01
        53 TCTXH.4L1.B1    0.0000000000E+00   4.6946278200E+03   7.0795158520E+03   1.3044255488E-02 CuCD   1.00000E+00   1.25426E-03   1.54024E-03   0.00000E+00   0.00000E+00   1.04000E+01
        54 TCTPV.4L1.B1    1.5707963268E+00   4.7830351970E+03   7.3860723460E+03   1.6361589450E-02 Iner   1.00000E+00   1.26601E-03   1.57323E-03   0.00000E+00   0.00000E+00   1.04000E+01
